Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total Persons,Total Males,Total Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C2308,29,0,State - KARNATAKA,Rural,80+,418963,179395,239568,303736,98535,205201,115227,80860,34367,17519,9789,7730,35860,25103,10757,34341,25111,9230,8200,5989,2211,7002,5550,1452,6926,5334,1592,149,132,17,1169,1057,112,2425,1978,447,1636,817,819
C2308,29,0,State - KARNATAKA,Rural,Age not stated,25829,13953,11876,8385,3507,4878,17444,10446,6998,5409,3481,1928,2791,1473,1318,3407,1845,1562,1848,1139,709,958,574,384,1658,989,669,26,22,4,202,163,39,648,431,217,497,329,168
C2308,29,0,State - KARNATAKA,Urban,All ages,23625962,12037303,11588659,5627816,2422269,3205547,17998146,9615034,8383112,924668,474600,450068,2204241,1120549,1083692,3440150,1702777,1737373,1920607,1002743,917864,2416763,1267843,1148920,3356271,1759900,1596371,156797,118662,38135,472509,350709,121800,3061328,1794211,1267117,44812,23040,21772
C2308,29,0,State - KARNATAKA,Urban,0-6,2643388,1358222,1285166,2643388,1358222,1285166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,0,State - KARNATAKA,Urban,7,387679,199283,188396,68337,35143,33194,319342,164140,155202,7522,4235,3287,309916,158850,151066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,1055,849
C2308,29,0,State - KARNATAKA,Urban,8,387144,198843,188301,25246,12428,12818,361898,186415,175483,5599,3187,2412,355408,182721,172687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,507,384
C2308,29,0,State - KARNATAKA,Urban,9,380903,195833,185070,17167,8283,8884,363736,187550,176186,5243,2980,2263,324355,167946,156409,33491,16248,17243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,376,271
C2308,29,0,State - KARNATAKA,Urban,10,447667,231557,216110,23708,11602,12106,423959,219955,204004,6773,3844,2929,265836,141178,124658,150593,74473,76120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,460,297
C2308,29,0,State - KARNATAKA,Urban,11,415034,211965,203069,14164,6652,7512,400870,205313,195557,5791,3262,2529,92851,51216,41635,301633,150493,151140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,342,253
C2308,29,0,State - KARNATAKA,Urban,12,415346,213102,202244,13869,6449,7420,401477,206653,194824,6039,3336,2703,27777,16558,11219,324477,166284,158193,42632,20181,22451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,294,258
C2308,29,0,State - KARNATAKA,Urban,13,394730,202113,192617,11720,5326,6394,383010,196787,186223,5919,3203,2716,10249,6165,4084,226333,119395,106938,139973,67709,72264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,315,221
C2308,29,0,State - KARNATAKA,Urban,14,401394,206825,194569,13602,6437,7165,387792,200388,187404,6332,3505,2827,7589,4501,3088,95920,53562,42358,277443,138548,138895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,272,236
C2308,29,0,State - KARNATAKA,Urban,15,403870,209241,194629,16509,7836,8673,387361,201405,185956,7393,4052,3341,7187,4407,2780,44518,26011,18507,207808,109333,98475,119901,57277,62624,0,0,0,0,0,0,0,0,0,0,0,0,554,325,229
C2308,29,0,State - KARNATAKA,Urban,16,405017,208758,196259,16455,8184,8271,388562,200574,187988,9060,4903,4157,7797,4735,3062,35475,20168,15307,96438,54408,42030,239243,116033,123210,0,0,0,0,0,0,0,0,0,0,0,0,549,327,222
C2308,29,0,State - KARNATAKA,Urban,17,401725,205643,196082,16254,7731,8523,385471,197912,187559,10560,5592,4968,7815,4728,3087,33467,19031,14436,46314,27136,19178,286770,141108,145662,0,0,0,0,0,0,0,0,0,0,0,0,545,317,228
C2308,29,0,State - KARNATAKA,Urban,18,504471,256836,247635,29205,13406,15799,475266,243430,231836,17545,8992,8553,11828,7096,4732,52580,28521,24059,48171,27292,20879,58160,28895,29265,262195,124786,137409,6426,4308,2118,17510,13054,4456,0,0,0,851,486,365
C2308,29,0,State - KARNATAKA,Urban,19,453930,227761,226169,24510,10176,14334,429420,217585,211835,17414,8817,8597,9908,5743,4165,44911,23055,21856,37621,20838,16783,47220,22618,24602,244086,116313,127773,7309,4953,2356,20135,14775,5360,0,0,0,816,473,343
C2308,29,0,State - KARNATAKA,Urban,20-24,2503133,1260002,1243131,177088,71305,105783,2326045,1188697,1137348,116474,58504,57970,64184,35847,28337,291154,145977,145177,199642,107879,91763,278299,134864,143435,722664,354361,368303,31924,21999,9925,101174,73742,27432,515898,252958,262940,4632,2566,2066
C2308,29,0,State - KARNATAKA,Urban,25-29,2488098,1233767,1254331,244919,91635,153284,2243179,1142132,1101047,135687,67045,68642,79073,39227,39846,316470,149453,167017,193590,99999,93591,300514,150794,149720,472448,231661,240787,24887,17447,7440,72537,54200,18337,643170,329760,313410,4803,2546,2257
C2308,29,0,State - KARNATAKA,Urban,30-34,2040631,1057197,983434,246525,92773,153752,1794106,964424,829682,109193,55772,53421,75677,36321,39356,257770,122480,135290,149282,79022,70260,243649,132614,111035,382962,200831,182131,22477,16482,5995,58054,44581,13473,490922,274067,216855,4120,2254,1866
C2308,29,0,State - KARNATAKA,Urban,35-39,1924493,981449,943044,323944,114024,209920,1600549,867425,733124,102325,51742,50583,92763,42592,50171,265789,122564,143225,130988,67792,63196,214392,116236,98156,342730,186988,155742,19149,14993,4156,51225,39536,11689,377130,222891,154239,4058,2091,1967
C2308,29,0,State - KARNATAKA,Urban,40-44,1506357,794434,711923,291860,108452,183408,1214497,685982,528515,79794,41976,37818,82559,40008,42551,211650,102664,108986,92606,49327,43279,162804,91569,71235,249202,141942,107260,13465,11182,2283,43802,32520,11282,275217,173000,102217,3398,1794,1604
C2308,29,0,State - KARNATAKA,Urban,45-49,1354106,700922,653184,306332,108782,197550,1047774,592140,455634,71339,36828,34511,85673,40579,45094,206215,100098,106117,74422,38811,35611,136158,76746,59412,203677,116624,87053,8686,7373,1313,31731,22991,8740,226769,150605,76164,3104,1485,1619
C2308,29,0,State - KARNATAKA,Urban,50-54,1033814,537809,496005,245714,85259,160455,788100,452550,335550,54259,28420,25839,66062,30855,35207,153734,74987,78747,52411,27145,25266,103827,59672,44155,152439,88373,64066,5878,5010,868,22169,15787,6382,174882,121119,53763,2439,1182,1257
C2308,29,0,State - KARNATAKA,Urban,55-59,819047,419345,399702,198345,61003,137342,620702,358342,262360,43043,22376,20667,55515,24804,30711,118424,55743,62681,40122,20693,19429,81308,47550,33758,119322,69709,49613,4228,3678,550,17115,11750,5365,139721,101235,38486,1904,804,1100
C2308,29,0,State - KARNATAKA,Urban,60-64,707797,352336,355461,220589,66609,153980,487208,285727,201481,35516,18266,17250,53615,24651,28964,100158,47300,52858,34078,17443,16635,60628,37299,23329,86006,52196,33810,4473,4037,436,14299,10433,3866,96506,73297,23209,1929,805,1124
C2308,29,0,State - KARNATAKA,Urban,65-69,480637,231843,248794,165547,48130,117417,315090,183713,131377,24194,12296,11898,43585,19669,23916,71181,33602,37579,23533,11998,11535,35402,22370,13032,50740,31857,18883,3625,3333,292,10615,8278,2337,50691,39716,10975,1524,594,930
C2308,29,0,State - KARNATAKA,Urban,70-74,324816,158104,166712,122285,36375,85910,202531,121729,80802,16616,8467,8149,28984,13667,15317,47361,23527,23834,15064,8015,7049,22362,14824,7538,30531,20027,10504,2144,2004,140,6319,4809,1510,31982,25866,6116,1168,523,645
C2308,29,0,State - KARNATAKA,Urban,75-79,174366,83549,90817,61977,17240,44737,112389,66309,46080,9108,4504,4604,17396,7833,9563,26452,12411,14041,8120,4096,4024,12535,8510,4025,16664,11229,5435,1046,972,74,3016,2182,834,17358,14289,3069,694,283,411
C2308,29,0,State - KARNATAKA,Urban,80+,206347,89107,117240,84317,20923,63394,122030,68184,53846,10589,4865,5724,19567,8125,11442,28648,13880,14768,9402,4567,4835,12618,8322,4296,18283,11706,6577,989,830,159,2549,1887,662,18410,13648,4762,975,354,621
C2308,29,0,State - KARNATAKA,Urban,Age not stated,20022,11457,8565,4240,1884,2356,15782,9573,6209,5341,3631,1710,1072,527,545,1746,850,896,947,511,436,973,542,431,2322,1297,1025,91,61,30,259,184,75,2672,1760,912,359,210,149
C2308,30,0,State - GOA,Total,All ages,1458545,739140,719405,293058,123317,169741,1165487,615823,549664,99823,45518,54305,161303,80497,80806,181495,94300,87195,166523,91716,74807,185378,102298,83080,179501,98502,80999,1956,1160,796,35594,24792,10802,146828,74077,72751,7086,2963,4123
C2308,30,0,State - GOA,Total,0-6,144611,74460,70151,144611,74460,70151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,30,0,State - GOA,Total,7,21365,11068,10297,3595,1882,1713,17770,9186,8584,689,369,320,16896,8729,8167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,88,97
C2308,30,0,State - GOA,Total,8,20261,10515,9746,1132,557,575,19129,9958,9171,458,260,198,18593,9657,8936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,41,37
C2308,30,0,State - GOA,Total,9,20934,10646,10288,815,391,424,20119,10255,9864,394,213,181,18629,9491,9138,1043,521,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,30,23
C2308,30,0,State - GOA,Total,10,23764,12265,11499,920,441,479,22844,11824,11020,487,267,220,15906,8293,7613,6378,3222,3156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,42,31
C2308,30,0,State - GOA,Total,11,22821,11821,11000,617,281,336,22204,11540,10664,499,269,230,6274,3423,2851,15385,7827,7558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,21,25
C2308,30,0,State - GOA,Total,12,21334,11171,10163,474,206,268,20860,10965,9895,404,218,186,1999,1166,833,17176,8928,8248,1240,630,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,23,18
C2308,30,0,State - GOA,Total,13,21458,11002,10456,444,197,247,21014,10805,10209,449,246,203,913,522,391,14415,7447,6968,5198,2570,2628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,20,19
C2308,30,0,State - GOA,Total,14,21612,11158,10454,453,202,251,21159,10956,10203,447,232,215,562,335,227,7023,3943,3080,13091,6427,6664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19,17
C2308,30,0,State - GOA,Total,15,21859,11343,10516,517,220,297,21342,11123,10219,467,260,207,460,265,195,3525,2081,1444,10294,5409,4885,6544,3082,3462,0,0,0,0,0,0,0,0,0,0,0,0,52,26,26
C2308,30,0,State - GOA,Total,16,21041,11005,10036,495,226,269,20546,10779,9767,481,253,228,463,262,201,2259,1333,926,5968,3315,2653,11343,5602,5741,0,0,0,0,0,0,0,0,0,0,0,0,32,14,18
C2308,30,0,State - GOA,Total,17,21037,10844,10193,532,258,274,20505,10586,9919,574,297,277,490,258,232,1843,1039,804,4144,2379,1765,13409,6585,6824,0,0,0,0,0,0,0,0,0,0,0,0,45,28,17
C2308,30,0,State - GOA,Total,18,24876,13363,11513,884,430,454,23992,12933,11059,947,551,396,696,358,338,2306,1357,949,3684,2143,1541,5261,2983,2278,9690,4651,5039,71,44,27,1260,805,455,0,0,0,77,41,36
C2308,30,0,State - GOA,Total,19,25062,13520,11542,872,437,435,24190,13083,11107,1076,604,472,718,375,343,2090,1191,899,3461,1940,1521,3980,2301,1679,11234,5648,5586,65,47,18,1481,932,549,0,0,0,85,45,40
C2308,30,0,State - GOA,Total,20-24,130745,70616,60129,6124,2811,3313,124621,67805,56816,7908,4138,3770,3851,2005,1846,12823,7127,5696,17844,10139,7705,18511,10579,7932,33605,19222,14383,397,258,139,6979,4825,2154,22250,9286,12964,453,226,227
C2308,30,0,State - GOA,Total,25-29,132626,67744,64882,8017,3203,4814,124609,64541,60068,11693,5726,5967,4524,2163,2361,13274,7053,6221,18457,10224,8233,19992,10696,9296,23395,12620,10775,290,171,119,5736,3851,1885,26799,11816,14983,449,221,228
C2308,30,0,State - GOA,Total,30-34,125859,63471,62388,8385,3236,5149,117474,60235,57239,10928,5102,5826,5137,2273,2864,12615,6360,6255,17038,9360,7678,20771,11125,9646,23355,12211,11144,220,136,84,5145,3513,1632,21827,9962,11865,438,193,245
C2308,30,0,State - GOA,Total,35-39,126298,63541,62757,10684,3883,6801,115614,59658,55956,11472,5230,6242,6860,2887,3973,13361,6414,6947,17514,9195,8319,21038,11494,9544,20991,11385,9606,172,104,68,4311,3051,1260,19412,9695,9717,483,203,280
C2308,30,0,State - GOA,Total,40-44,108512,55504,53008,11758,4035,7723,96754,51469,45285,9865,4506,5359,7587,3270,4317,11736,5793,5943,14575,8119,6456,17470,9871,7599,16403,9250,7153,143,87,56,3098,2227,871,15409,8151,7258,468,195,273
C2308,30,0,State - GOA,Total,45-49,94736,47867,46869,13079,4267,8812,81657,43600,38057,8629,3815,4814,8800,3982,4818,11540,5677,5863,11597,6631,4966,14113,8109,6004,12389,6981,5408,125,76,49,2504,1940,564,11492,6195,5297,468,194,274
C2308,30,0,State - GOA,Total,50-54,76592,38782,37810,12505,3743,8762,64087,35039,29048,7105,3106,3999,8169,3762,4407,9195,4775,4420,8093,4829,3264,11049,6494,4555,8776,5054,3722,100,41,59,1694,1314,380,9450,5503,3947,456,161,295
C2308,30,0,State - GOA,Total,55-59,65553,32021,33532,12838,3473,9365,52715,28548,24167,6325,2616,3709,7635,3453,4182,7557,3845,3712,5609,3268,2341,8873,5284,3589,6858,3888,2970,98,49,49,1106,774,332,8170,5196,2974,484,175,309
C2308,30,0,State - GOA,Total,60-64,61104,29100,32004,17170,4718,12452,43934,24382,19552,6296,2482,3814,8639,4453,4186,6280,3398,2882,4109,2493,1616,5932,3662,2270,5264,3102,2162,65,33,32,865,615,250,5782,3898,1884,702,246,456
C2308,30,0,State - GOA,Total,65-69,41019,19005,22014,13352,3715,9637,27667,15290,12377,4627,1872,2755,6702,3564,3138,3787,1963,1824,2100,1247,853,3070,1960,1110,3142,1879,1263,61,33,28,634,439,195,2935,2098,837,609,235,374
C2308,30,0,State - GOA,Total,70-74,29055,12890,16165,10659,2927,7732,18396,9963,8433,3352,1301,2051,5013,2685,2328,2708,1449,1259,1122,669,453,1803,1129,674,1927,1174,753,53,29,24,361,241,120,1558,1099,459,499,187,312
C2308,30,0,State - GOA,Total,75-79,16536,7228,9308,5608,1487,4121,10928,5741,5187,1895,694,1201,3077,1607,1470,1615,812,803,595,319,276,1121,696,425,1212,731,481,45,27,18,202,131,71,852,620,232,314,104,210
C2308,30,0,State - GOA,Total,80+,15781,6092,9689,6112,1483,4629,9669,4609,5060,1790,566,1224,2547,1186,1361,1401,666,735,605,286,319,932,547,385,1054,605,449,50,25,25,198,117,81,758,480,278,334,131,203
C2308,30,0,State - GOA,Total,Age not stated,2094,1098,996,406,148,258,1688,950,738,566,325,241,163,73,90,160,79,81,185,124,61,166,99,67,206,101,105,1,0,1,20,17,3,134,78,56,87,54,33
C2308,30,0,State - GOA,Rural,All ages,551731,275436,276295,120460,48293,72167,431271,227143,204128,41549,18560,22989,68444,34450,33994,72753,37650,35103,73201,40225,32976,69662,38987,30675,56822,31096,25726,456,276,180,10898,7444,3454,34633,17361,17272,2853,1094,1759
C2308,30,0,State - GOA,Rural,0-6,54014,27772,26242,54014,27772,26242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,30,0,State - GOA,Rural,7,7946,4093,3853,1357,712,645,6589,3381,3208,274,149,125,6250,3199,3051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,33,32
C2308,30,0,State - GOA,Rural,8,7468,3821,3647,384,194,190,7084,3627,3457,156,82,74,6898,3529,3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,14
C2308,30,0,State - GOA,Rural,9,7775,3911,3864,234,114,120,7541,3797,3744,150,80,70,7020,3528,3492,355,181,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,8
C2308,30,0,State - GOA,Rural,10,8934,4509,4425,283,144,139,8651,4365,4286,192,101,91,6183,3146,3037,2245,1099,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,12
C2308,30,0,State - GOA,Rural,11,8504,4289,4215,189,87,102,8315,4202,4113,202,104,98,2453,1309,1144,5648,2783,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6
C2308,30,0,State - GOA,Rural,12,7932,4146,3786,150,64,86,7782,4082,3700,158,81,77,791,468,323,6413,3320,3093,409,205,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3
C2308,30,0,State - GOA,Rural,13,8091,4167,3924,152,68,84,7939,4099,3840,171,91,80,370,207,163,5663,2926,2737,1719,869,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,10
C2308,30,0,State - GOA,Rural,14,8205,4193,4012,152,62,90,8053,4131,3922,168,83,85,232,140,92,2893,1635,1258,4746,2268,2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,9
C2308,30,0,State - GOA,Rural,15,8123,4133,3990,157,68,89,7966,4065,3901,181,94,87,190,110,80,1515,865,650,3902,1993,1909,2164,995,1169,0,0,0,0,0,0,0,0,0,0,0,0,14,8,6
C2308,30,0,State - GOA,Rural,16,7912,4129,3783,166,81,85,7746,4048,3698,209,111,98,170,95,75,918,527,391,2543,1380,1163,3892,1928,1964,0,0,0,0,0,0,0,0,0,0,0,0,14,7,7
C2308,30,0,State - GOA,Rural,17,8058,4145,3913,177,91,86,7881,4054,3827,253,126,127,174,94,80,794,419,375,1959,1107,852,4686,2300,2386,0,0,0,0,0,0,0,0,0,0,0,0,15,8,7
C2308,30,0,State - GOA,Rural,18,9116,4815,4301,279,130,149,8837,4685,4152,366,198,168,262,123,139,874,497,377,1671,910,761,2081,1153,928,3059,1465,1594,24,17,7,476,309,167,0,0,0,24,13,11
C2308,30,0,State - GOA,Rural,19,9162,4778,4384,307,156,151,8855,4622,4233,416,226,190,259,137,122,821,466,355,1647,863,784,1633,953,680,3432,1576,1856,19,14,5,598,377,221,0,0,0,30,10,20
C2308,30,0,State - GOA,Rural,20-24,47290,24590,22700,1889,831,1058,45401,23759,21642,3031,1542,1489,1502,723,779,5098,2720,2378,8361,4467,3894,7387,4140,3247,10798,5719,5079,114,71,43,2545,1731,814,6424,2590,3834,141,56,85
C2308,30,0,State - GOA,Rural,25-29,49917,25250,24667,2594,984,1610,47323,24266,23057,4656,2236,2420,1933,845,1088,5446,2753,2693,9102,4909,4193,8127,4301,3826,8403,4498,3905,78,42,36,1963,1318,645,7448,3290,4158,167,74,93
C2308,30,0,State - GOA,Rural,30-34,48264,24210,24054,2933,1044,1889,45331,23166,22165,4493,2044,2449,2450,1006,1444,5512,2634,2878,8464,4605,3859,8548,4641,3907,8400,4418,3982,54,39,15,1602,1084,518,5655,2636,3019,153,59,94
C2308,30,0,State - GOA,Rural,35-39,48386,24268,24118,4188,1341,2847,44198,22927,21271,4795,2208,2587,3517,1405,2112,5874,2760,3114,8323,4435,3888,8418,4722,3696,7161,3970,3191,42,25,17,1261,898,363,4616,2426,2190,191,78,113
C2308,30,0,State - GOA,Rural,40-44,40382,20562,19820,5094,1572,3522,35288,18990,16298,4040,1859,2181,3963,1696,2267,5033,2460,2573,6670,3865,2805,6468,3748,2720,4868,2877,1991,25,14,11,790,558,232,3244,1839,1405,187,74,113
C2308,30,0,State - GOA,Rural,45-49,35607,17794,17813,6095,1783,4312,29512,16011,13501,3591,1580,2011,4615,2212,2403,4907,2473,2434,4951,2970,1981,5119,3048,2071,3509,2082,1427,16,12,4,522,396,126,2070,1150,920,212,88,124
C2308,30,0,State - GOA,Rural,50-54,28856,14247,14609,6126,1715,4411,22730,12532,10198,3060,1260,1800,4268,2093,2175,3806,2086,1720,3296,2057,1239,3861,2316,1545,2268,1378,890,14,8,6,365,280,85,1610,1001,609,182,53,129
C2308,30,0,State - GOA,Rural,55-59,25084,12044,13040,6397,1631,4766,18687,10413,8274,2738,1132,1606,3724,1886,1838,3140,1757,1383,2241,1349,892,3054,1944,1110,1824,1132,692,22,9,13,244,155,89,1468,978,490,232,71,161
C2308,30,0,State - GOA,Rural,60-64,24296,11280,13016,8715,2391,6324,15581,8889,6692,2792,1092,1700,3899,2221,1678,2446,1406,1040,1545,979,566,2017,1366,651,1297,835,462,12,7,5,193,130,63,1054,742,312,326,111,215
C2308,30,0,State - GOA,Rural,65-69,16890,7627,9263,6989,2080,4909,9901,5547,4354,2119,853,1266,3014,1766,1248,1400,781,619,765,479,286,960,645,315,719,476,243,10,3,7,156,91,65,495,353,142,263,100,163
C2308,30,0,State - GOA,Rural,70-74,11833,5024,6809,5505,1564,3941,6328,3460,2868,1487,538,949,2027,1212,815,868,510,358,386,241,145,573,371,202,438,283,155,13,6,7,79,55,24,251,171,80,206,73,133
C2308,30,0,State - GOA,Rural,75-79,6436,2742,3694,2789,762,2027,3647,1980,1667,801,298,503,1201,718,483,527,293,234,200,115,85,325,211,114,287,186,101,7,4,3,46,29,17,134,94,40,119,32,87
C2308,30,0,State - GOA,Rural,80+,6332,2413,3919,2970,790,2180,3362,1623,1739,807,257,550,985,541,444,489,267,222,207,95,112,291,162,129,279,157,122,5,5,0,53,28,25,119,66,53,127,45,82
C2308,30,0,State - GOA,Rural,Age not stated,918,484,434,175,62,113,743,422,321,243,135,108,94,41,53,68,32,36,94,64,30,58,43,15,80,44,36,1,0,1,5,5,0,45,25,20,55,33,22
C2308,30,0,State - GOA,Urban,All ages,906814,463704,443110,172598,75024,97574,734216,388680,345536,58274,26958,31316,92859,46047,46812,108742,56650,52092,93322,51491,41831,115716,63311,52405,122679,67406,55273,1500,884,616,24696,17348,7348,112195,56716,55479,4233,1869,2364
C2308,30,0,State - GOA,Urban,0-6,90597,46688,43909,90597,46688,43909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,30,0,State - GOA,Urban,7,13419,6975,6444,2238,1170,1068,11181,5805,5376,415,220,195,10646,5530,5116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,55,65
C2308,30,0,State - GOA,Urban,8,12793,6694,6099,748,363,385,12045,6331,5714,302,178,124,11695,6128,5567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,25,23
C2308,30,0,State - GOA,Urban,9,13159,6735,6424,581,277,304,12578,6458,6120,244,133,111,11609,5963,5646,688,340,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,22,15
C2308,30,0,State - GOA,Urban,10,14830,7756,7074,637,297,340,14193,7459,6734,295,166,129,9723,5147,4576,4133,2123,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,23,19
C2308,30,0,State - GOA,Urban,11,14317,7532,6785,428,194,234,13889,7338,6551,297,165,132,3821,2114,1707,9737,5044,4693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,19
C2308,30,0,State - GOA,Urban,12,13402,7025,6377,324,142,182,13078,6883,6195,246,137,109,1208,698,510,10763,5608,5155,831,425,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,15
